,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Adarsh Nagar,28.614192499999998,77.0715411848447,Eagle Boys Pizza,28.615594896052958,77.07078355566608,Pizza Place
1,Adarsh Nagar,28.614192499999998,77.0715411848447,Bikanerwala,28.61339089253902,77.07608403328531,Indian Restaurant
2,Adarsh Nagar,28.614192499999998,77.0715411848447,Bikano East Patel Nagar,28.61619006774298,77.06697808475113,Fast Food Restaurant
3,Adarsh Nagar,28.614192499999998,77.0715411848447,McDonald's,28.61632984767444,77.06703429642255,Fast Food Restaurant
4,Ashok Vihar,28.6994533,77.1848256,Nat Khat Caterers,28.69963,77.187832,Indian Restaurant
5,Ashok Vihar,28.6994533,77.1848256,Bakers Stop,28.700494682046667,77.1887157051342,Bakery
6,Ashok Vihar,28.6994533,77.1848256,Invitation Banquet,28.696018214387546,77.18595287338057,Diner
7,Ashok Vihar,28.6994533,77.1848256,Gola Northend,28.70124229892223,77.18928847927491,Indian Restaurant
8,Azadpur,28.707656800000002,77.1755473,jungrele,28.705655,77.172069,Argentinian Restaurant
9,Azadpur,28.707656800000002,77.1755473,Moti Dhaba,28.710008293100113,77.17168845082367,Indian Restaurant
10,Azadpur,28.707656800000002,77.1755473,Cafe Coffee Day Fortis Shalimar Bagh,28.71044637297854,77.17905674441728,Café
11,Azadpur,28.707656800000002,77.1755473,Tulip Banquet,28.704523114843575,77.17244102614772,Restaurant
12,Keshav Puram,28.688926399999996,77.16168329999999,Meriton Redtraunt,28.690401358461123,77.16029814729266,Indian Restaurant
13,Keshav Puram,28.688926399999996,77.16168329999999,Kings,28.688909,77.159428,Gastropub
14,Keshav Puram,28.688926399999996,77.16168329999999,Sonu De Chole Kulche,28.68992570480682,77.16438148307688,Food Truck
15,Keshav Puram,28.688926399999996,77.16168329999999,Cafe Coffee Day,28.692503,77.159449,Café
16,Keshav Puram,28.688926399999996,77.16168329999999,The Master Bakers,28.688380959062783,77.16642590667539,Bakery
17,Kohat Enclave,28.6980415,77.14053929999999,Peshawari,28.699011895277625,77.13901984954316,Indian Restaurant
18,Kohat Enclave,28.6980415,77.14053929999999,Bharat Sweets,28.699292251663586,77.13976139578541,Food
19,Kohat Enclave,28.6980415,77.14053929999999,Bobby Punjabi Rasoi,28.699221619630976,77.13939624101461,Indian Restaurant
20,Kohat Enclave,28.6980415,77.14053929999999,Sita Ram Diwan Chand Chhole Bhature,28.700147505686903,77.14156468219393,Indian Restaurant
21,Kohat Enclave,28.6980415,77.14053929999999,Sankalp Restaurant,28.6999894240829,77.13750958442688,Indian Restaurant
22,Kohat Enclave,28.6980415,77.14053929999999,Puran Chand,28.69919510603743,77.1370030451734,Indian Restaurant
23,Kohat Enclave,28.6980415,77.14053929999999,"BIG BAKE, Pitampura, Delhi",28.700069870269402,77.13697495573547,Bakery
24,Kohat Enclave,28.6980415,77.14053929999999,Bikanervala,28.694739687419798,77.14291853351878,Food Court
25,Pitam Pura,28.703267600000004,77.1322497,Angrezee Dhaba,28.702591666686796,77.1338120427639,Indian Restaurant
26,Pitam Pura,28.703267600000004,77.1322497,Sagar Ratna,28.702969169565776,77.13246370626295,Indian Restaurant
27,Pitam Pura,28.703267600000004,77.1322497,giri momos centre,28.701705,77.133871,Fried Chicken Joint
28,Pitam Pura,28.703267600000004,77.1322497,Five star dhaba,28.700666427612305,77.13612365722656,Indian Restaurant
29,Rani Bagh,28.6859821,77.13252446991609,Berco's,28.68870103002682,77.13517159999057,Chinese Restaurant
30,Rani Bagh,28.6859821,77.13252446991609,The Good Food Cafe,28.68828560558589,77.13519407188082,Fast Food Restaurant
31,Rani Bagh,28.6859821,77.13252446991609,CCD,28.68971884044455,77.13463227335599,Café
32,Rani Bagh,28.6859821,77.13252446991609,BTW Food Court,28.689555,77.135137,Indian Restaurant
33,Rithala,28.7208064,77.1071813,Mosaic,28.720531559662774,77.11012967123072,Restaurant
34,Shakti Nagar,28.67979,77.1949142,Vikrant Cafe,28.68063645688435,77.1977955341845,Café
35,Shakti Nagar,28.67979,77.1949142,"KFC, Bunglow Road",28.680783561127345,77.19794713952676,Fried Chicken Joint
36,Shakti Nagar,28.67979,77.1949142,Bombay Bhel House,28.681671427591535,77.1989522218899,Snack Place
37,Shakti Nagar,28.67979,77.1949142,Chowringhee,28.681128752641524,77.1903497887545,Indian Restaurant
38,Bara Hindu Rao,28.659518100000003,77.20501,Al Naseem Food,28.660903,77.206671,Afghan Restaurant
39,Bara Hindu Rao,28.659518100000003,77.20501,Anmol Chicken Corner,28.661401304114374,77.20702626124042,Afghan Restaurant
40,Bara Hindu Rao,28.659518100000003,77.20501,Pancham Chole Kulche,28.6570239,77.20371,Snack Place
41,Bara Hindu Rao,28.659518100000003,77.20501,Kamal Sweets,28.659733,77.209043,Indian Restaurant
42,Chandni Chowk,28.6434826,77.22274209999999,KFC,28.644982021197148,77.22350390164345,Fast Food Restaurant
43,Chandni Chowk,28.6434826,77.22274209999999,KFC,28.641804550179593,77.21909137541454,Fast Food Restaurant
44,Chandni Chowk,28.6434826,77.22274209999999,Comesum - The Food Junction,28.642845893918626,77.22303795563867,Food Court
45,Chandni Chowk,28.6434826,77.22274209999999,Khan Market,28.642219571401565,77.21831102602113,Chinese Restaurant
46,Chawri Bazaar,28.649926899999997,77.2297876,Karim's | करीम | کریم (Karim's),28.64949759295152,77.2336908547362,Indian Restaurant
47,Chawri Bazaar,28.649926899999997,77.2297876,Shyam Sweets,28.65053027754531,77.23030274534305,Snack Place
48,Chawri Bazaar,28.649926899999997,77.2297876,Al Jawahar | अल जवाहर | امام جواہر,28.649608846249652,77.23355530889293,Indian Restaurant
49,Chawri Bazaar,28.649926899999997,77.2297876,Aslam Chicken Corner,28.648283325082538,77.23364759564103,Indian Restaurant
50,Chawri Bazaar,28.649926899999997,77.2297876,ashok chat,28.649350624381324,77.22700124489958,Fast Food Restaurant
51,Civil Lines,28.676857199999997,77.2250565,moets,28.678014772437493,77.2247389303534,Chinese Restaurant
52,Civil Lines,28.676857199999997,77.2250565,The Embassy,28.676555564617807,77.2249690933671,Indian Restaurant
53,Civil Lines,28.676857199999997,77.2250565,1 UP,28.676463415350646,77.22515434619861,Italian Restaurant
54,Civil Lines,28.676857199999997,77.2250565,Best Of Asia Village,28.676904,77.225201,Asian Restaurant
55,Civil Lines,28.676857199999997,77.2250565,The Lounge,28.675218903882744,77.22730725930253,Café
56,Civil Lines,28.676857199999997,77.2250565,Fast Trax,28.68014665360787,77.22328496338821,Burger Joint
57,Dariba Kalan,28.654602399999998,77.2333794,Haldiram's,28.656288944079645,77.23170543090595,Snack Place
58,Dariba Kalan,28.654602399999998,77.2333794,Babu Ram Paranthe Wale,28.655820126621173,77.23044812679291,Indian Restaurant
59,Dariba Kalan,28.654602399999998,77.2333794,Parawthe Wale,28.65603318700734,77.23050001546382,Indian Restaurant
60,Dariba Kalan,28.654602399999998,77.2333794,McDonald's,28.656161882924813,77.23420838244962,Fast Food Restaurant
61,Dariba Kalan,28.654602399999998,77.2333794,Natraj | नटराज,28.656357336560394,77.23058723790143,Snack Place
62,Dariba Kalan,28.654602399999998,77.2333794,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.656027192178698,77.23043753835134,Indian Restaurant
63,Dariba Kalan,28.654602399999998,77.2333794,Wah Ji Wah,28.656298858067792,77.23308064958253,Vegetarian / Vegan Restaurant
64,Dariba Kalan,28.654602399999998,77.2333794,Old Famous Jalebi Waala,28.6560115814209,77.23360443115234,Indian Restaurant
65,Dariba Kalan,28.654602399999998,77.2333794,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.656108981032254,77.2304648037729,Indian Restaurant
66,Dariba Kalan,28.654602399999998,77.2333794,Ganga Bhojnayala,28.6561928700265,77.2304423499098,Indian Restaurant
67,Kamla Nagar,28.68034425,77.20212920033049,Bille Di Hatti | बिल्ले दी हट्टी,28.681587650228284,77.20171940298643,Breakfast Spot
68,Kamla Nagar,28.68034425,77.20212920033049,Mad Over Donuts,28.680756979848095,77.20388888228172,Donut Shop
69,Kamla Nagar,28.68034425,77.20212920033049,Chicago Pizza,28.681589774555057,77.20320224761963,Pizza Place
70,Kamla Nagar,28.68034425,77.20212920033049,Gopal Sweets,28.682659955224068,77.19966531984826,Breakfast Spot
71,Kamla Nagar,28.68034425,77.20212920033049,Chache Di Hatti | चाचे दी हट्टी,28.68222280150934,77.20586403776046,Indian Restaurant
72,Kamla Nagar,28.68034425,77.20212920033049,Bittu Tikki Walla (BTW),28.682185677994145,77.20255697229456,Indian Restaurant
73,Kamla Nagar,28.68034425,77.20212920033049,Vaishnav Chaat Bhandaar,28.682600863476072,77.20336549937728,Restaurant
74,Kamla Nagar,28.68034425,77.20212920033049,Momo's Point,28.681478582954096,77.20706679573026,Chinese Restaurant
75,Kamla Nagar,28.68034425,77.20212920033049,Sharma Kachodi Waaley,28.68243182992799,77.19931719382215,Breakfast Spot
76,Kamla Nagar,28.68034425,77.20212920033049,"KFC, Bunglow Road",28.680783561127345,77.19794713952676,Fried Chicken Joint
77,Kamla Nagar,28.68034425,77.20212920033049,Ved Dhaba,28.67782434552527,77.20548092093907,Indian Restaurant
78,Kashmiri Gate,28.6699765,77.2320588,Domino's Pizza,28.668,77.228,Pizza Place
79,Kashmiri Gate,28.6699765,77.2320588,Zomsa Restaurant,28.672825,77.231288,Tibetan Restaurant
80,Kashmiri Gate,28.6699765,77.2320588,Nirula's Express (Kashmiri Gate Metro Station),28.6679220096324,77.22910633736561,Fast Food Restaurant
81,Kashmiri Gate,28.6699765,77.2320588,Comesum,28.667914839291825,77.227916263037,Fast Food Restaurant
82,Kashmiri Gate,28.6699765,77.2320588,McDonald's,28.667987929894792,77.22909511030537,American Restaurant
83,Kotwali,28.6585978,77.2310844,Haldiram's,28.656288944079645,77.23170543090595,Snack Place
84,Kotwali,28.6585978,77.2310844,Babu Ram Paranthe Wale,28.655820126621173,77.23044812679291,Indian Restaurant
85,Kotwali,28.6585978,77.2310844,Parawthe Wale,28.65603318700734,77.23050001546382,Indian Restaurant
86,Kotwali,28.6585978,77.2310844,McDonald's,28.661166313684927,77.22759628817572,Fast Food Restaurant
87,Kotwali,28.6585978,77.2310844,Natraj | नटराज,28.656357336560394,77.23058723790143,Snack Place
88,Kotwali,28.6585978,77.2310844,McDonald's,28.656161882924813,77.23420838244962,Fast Food Restaurant
89,Kotwali,28.6585978,77.2310844,McDonald's,28.66128895525179,77.22716404005617,Fast Food Restaurant
90,Kotwali,28.6585978,77.2310844,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.656027192178698,77.23043753835134,Indian Restaurant
91,Kotwali,28.6585978,77.2310844,Ganga Bhojnayala,28.6561928700265,77.2304423499098,Indian Restaurant
92,Kotwali,28.6585978,77.2310844,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.656108981032254,77.2304648037729,Indian Restaurant
93,Kotwali,28.6585978,77.2310844,Wah Ji Wah,28.656298858067792,77.23308064958253,Vegetarian / Vegan Restaurant
94,Kotwali,28.6585978,77.2310844,Old Famous Jalebi Waala,28.6560115814209,77.23360443115234,Indian Restaurant
95,Kotwali,28.6585978,77.2310844,Comesum,28.660668497816566,77.22781022853489,Restaurant
96,Lahori Gate,28.6568411,77.2185339,Kake Di Hatti | काके दी हट्टी,28.658049584701654,77.2233770564683,Indian Restaurant
97,Lahori Gate,28.6568411,77.2185339,Gole hatti,28.657232243273103,77.22283024417678,Snack Place
98,Lahori Gate,28.6568411,77.2185339,Chaina Ram,28.656678715293765,77.22340846706928,Indian Restaurant
99,Lahori Gate,28.6568411,77.2185339,Chainaram,28.656618058740026,77.22347583265906,Snack Place
100,Nehru Vihar,28.7107447,77.2211743767233,Wah ji wah,28.71095,77.217697,Snack Place
101,Nehru Vihar,28.7107447,77.2211743767233,Birdy's Bakery & Patisserie,28.710996,77.217677,Bakery
102,Paharganj,28.641925800000003,77.2217499,KFC,28.641804550179593,77.21909137541454,Fast Food Restaurant
103,Paharganj,28.641925800000003,77.2217499,KFC,28.644982021197148,77.22350390164345,Fast Food Restaurant
104,Paharganj,28.641925800000003,77.2217499,Comesum - The Food Junction,28.642845893918626,77.22303795563867,Food Court
105,Paharganj,28.641925800000003,77.2217499,Khan Market,28.642219571401565,77.21831102602113,Chinese Restaurant
106,Pratap Nagar,28.666717699999996,77.1988974,dominoz pizza,28.668300094067558,77.19959794069725,Pizza Place
107,Roshanara Bagh,28.67371835,77.1993197797392,Tikka Shikka & More,28.675907,77.19806,Indian Restaurant
108,Sant Nagar,28.64641805,77.091188355569,Mad Over Donuts,28.6454398758967,77.09256649017334,Donut Shop
109,Sant Nagar,28.64641805,77.091188355569,Cup Cake Radisson Blu,28.646223268191726,77.0869596796507,Bakery
110,Sarai Kale Khan,28.586626300000002,77.25622817914692,Comesum - The Food Junction,28.58970528985822,77.253211613099,Food Court
111,Sarai Kale Khan,28.586626300000002,77.25622817914692,Aggarwal Sweets,28.588445460270076,77.25399410204483,Fast Food Restaurant
112,Sarai Kale Khan,28.586626300000002,77.25622817914692,Taste Triangle,28.589354644136055,77.25619733333588,Restaurant
113,Shakti Nagar,28.67979,77.1949142,Vikrant Cafe,28.68063645688435,77.1977955341845,Café
114,Shakti Nagar,28.67979,77.1949142,"KFC, Bunglow Road",28.680783561127345,77.19794713952676,Fried Chicken Joint
115,Shakti Nagar,28.67979,77.1949142,Bombay Bhel House,28.681671427591535,77.1989522218899,Snack Place
116,Shakti Nagar,28.67979,77.1949142,Chowringhee,28.681128752641524,77.1903497887545,Indian Restaurant
117,Timarpur,28.70126285,77.218679536312,Le Bistrot - Cuisine Et Culture Francaises,28.70288439121257,77.22189273114216,French Restaurant
118,Wazirabad,28.433761999999998,77.0877572,Indian Chopsticks,28.434277154347548,77.0841158071834,Snack Place
119,Dilshad Garden,28.680681899999996,77.3220645,The Riding Guns,28.682453874882633,77.32171555522403,Café
120,Dilshad Garden,28.680681899999996,77.3220645,M.K Confectionery,28.682647981763626,77.32361764305267,Indian Restaurant
121,Dilshad Garden,28.680681899999996,77.3220645,Govind dhaba,28.68074744121501,77.31901193674754,Indian Restaurant
122,Dilshad Garden,28.680681899999996,77.3220645,tandoor point,28.681961564185634,77.31793642044067,Indian Restaurant
123,Dilshad Garden,28.680681899999996,77.3220645,Bikanerwala,28.676457424940846,77.3214294906717,Fast Food Restaurant
124,Naveen Shahdara,28.6773386,77.28601570000001,Morning Corner,28.679894,77.287361,Breakfast Spot
125,Naveen Shahdara,28.6773386,77.28601570000001,Halidrams,28.675918373532753,77.29012643226184,Vegetarian / Vegan Restaurant
126,Naveen Shahdara,28.6773386,77.28601570000001,New Shahi Food Corner,28.676237,77.29045,Dhaba
127,Shahdara,28.6773038,77.2903467,New Shahi Food Corner,28.676237,77.29045,Dhaba
128,Shahdara,28.6773038,77.2903467,Halidrams,28.675918373532753,77.29012643226184,Vegetarian / Vegan Restaurant
129,Shahdara,28.6773038,77.2903467,Morning Corner,28.679894,77.287361,Breakfast Spot
130,Yamuna Vihar,28.700371999999998,77.2727728,Anand Sagar Sweets,28.702434,77.272368,North Indian Restaurant
131,Yamuna Vihar,28.700371999999998,77.2727728,waho tenzin restaurant,28.70254709410317,77.27057179919953,Dumpling Restaurant
132,Chandni Chowk,28.6434826,77.22274209999999,KFC,28.644982021197148,77.22350390164345,Fast Food Restaurant
133,Chandni Chowk,28.6434826,77.22274209999999,KFC,28.641804550179593,77.21909137541454,Fast Food Restaurant
134,Chandni Chowk,28.6434826,77.22274209999999,Comesum - The Food Junction,28.642845893918626,77.22303795563867,Food Court
135,Chandni Chowk,28.6434826,77.22274209999999,Khan Market,28.642219571401565,77.21831102602113,Chinese Restaurant
136,Daryaganj,28.64609,77.243048,Moti Mahal,28.646522533312474,77.24014482739257,Indian Restaurant
137,Daryaganj,28.64609,77.243048,Changezi Chicken,28.64375143292846,77.24048581691957,Indian Restaurant
138,Daryaganj,28.64609,77.243048,Prince Paan,28.64654643631263,77.24017008593643,Restaurant
139,Daryaganj,28.64609,77.243048,Zaika,28.643592,77.240437,Restaurant
140,Jhandewalan,28.644336300000003,77.1999274,Cafe Coffee Day,28.643952191167546,77.20161437988281,Café
141,Jhandewalan,28.644336300000003,77.1999274,Pick Fresh Fish,28.64585446422045,77.2008219892982,Fish & Chips Shop
142,Jhandewalan,28.644336300000003,77.1999274,New Gupta dhaba,28.646063,77.203224,Indian Restaurant
143,Jhandewalan,28.644336300000003,77.1999274,Adyar Ananda Bhavan,28.646482273114767,77.19564496343975,Indian Restaurant
144,Karol Bagh,28.652998200000003,77.18902270000001,Om corner,28.65409021041357,77.18995671227675,Snack Place
145,Karol Bagh,28.652998200000003,77.18902270000001,Om Baturawale,28.65407089920115,77.19029925042321,Indian Restaurant
146,Karol Bagh,28.652998200000003,77.18902270000001,Peshawari chicken corner,28.654485368886654,77.19037225022818,Fried Chicken Joint
147,Karol Bagh,28.652998200000003,77.18902270000001,Sindhi tikki corner,28.655118727083533,77.19097137451172,Snack Place
148,Karol Bagh,28.652998200000003,77.18902270000001,Mame di hatti,28.655618897199865,77.18771053598647,Indian Restaurant
149,Karol Bagh,28.652998200000003,77.18902270000001,Standard Sweets,28.650951960946,77.1923825348925,Snack Place
150,Bara Hindu Rao,28.659518100000003,77.20501,Al Naseem Food,28.660903,77.206671,Afghan Restaurant
151,Bara Hindu Rao,28.659518100000003,77.20501,Anmol Chicken Corner,28.661401304114374,77.20702626124042,Afghan Restaurant
152,Bara Hindu Rao,28.659518100000003,77.20501,Pancham Chole Kulche,28.6570239,77.20371,Snack Place
153,Bara Hindu Rao,28.659518100000003,77.20501,Kamal Sweets,28.659733,77.209043,Indian Restaurant
154,Paharganj,28.641925800000003,77.2217499,KFC,28.641804550179593,77.21909137541454,Fast Food Restaurant
155,Paharganj,28.641925800000003,77.2217499,KFC,28.644982021197148,77.22350390164345,Fast Food Restaurant
156,Paharganj,28.641925800000003,77.2217499,Comesum - The Food Junction,28.642845893918626,77.22303795563867,Food Court
157,Paharganj,28.641925800000003,77.2217499,Khan Market,28.642219571401565,77.21831102602113,Chinese Restaurant
158,Barakhamba Road,28.6291417,77.22614890000001,Tamasha,28.629663327072745,77.22183483476593,Gastropub
159,Barakhamba Road,28.6291417,77.22614890000001,Bijoli grill,28.625904830707178,77.22576623984962,Indian Restaurant
160,Barakhamba Road,28.6291417,77.22614890000001,Chew,28.632001527203066,77.22270642208512,Asian Restaurant
161,Barakhamba Road,28.6291417,77.22614890000001,Garam Dharam,28.631842130012696,77.2227521244348,North Indian Restaurant
162,Connaught Place,28.6313827,77.21979240000002,Rajdhani Thali,28.62999946326596,77.2204011327264,Indian Restaurant
163,Connaught Place,28.6313827,77.21979240000002,Farzi Cafe,28.632580798842707,77.22112484247755,Molecular Gastronomy Restaurant
164,Connaught Place,28.6313827,77.21979240000002,Wenger's,28.633411895746676,77.21829192902194,Bakery
165,Connaught Place,28.6313827,77.21979240000002,Chaayos,28.631628538643216,77.22036426182864,Café
166,Connaught Place,28.6313827,77.21979240000002,Barbeque Nation,28.63025338767433,77.22098501777461,BBQ Joint
167,Connaught Place,28.6313827,77.21979240000002,Johnny Rockets,28.630457,77.219594,Bistro
168,Connaught Place,28.6313827,77.21979240000002,United Coffee House,28.63247672337289,77.2211199789975,Indian Restaurant
169,Connaught Place,28.6313827,77.21979240000002,Pind Balluchi,28.630318339248806,77.21760032761195,North Indian Restaurant
170,Connaught Place,28.6313827,77.21979240000002,Jain Chawal Wale,28.631328358375647,77.21617205630533,Food Truck
171,Connaught Place,28.6313827,77.21979240000002,HOTEL SARAVANA BHAVAN,28.632319466435003,77.21644531748599,South Indian Restaurant
172,Connaught Place,28.6313827,77.21979240000002,Tamasha,28.629663327072745,77.22183483476593,Gastropub
173,Connaught Place,28.6313827,77.21979240000002,Khan Chacha | खान चाचा | خان چاچا,28.634202294199614,77.22077980678422,Indian Restaurant
174,Connaught Place,28.6313827,77.21979240000002,Nando's,28.630946673402416,77.21972076414269,Portuguese Restaurant
175,Connaught Place,28.6313827,77.21979240000002,Wenger's Deli,28.633657990718326,77.21813923616,Deli / Bodega
176,Connaught Place,28.6313827,77.21979240000002,Berco's,28.63240704948879,77.2173230839724,Chinese Restaurant
177,Connaught Place,28.6313827,77.21979240000002,Dunkin',28.630181868375203,77.21962210391595,Donut Shop
178,Connaught Place,28.6313827,77.21979240000002,Immigrants Project - A Cafe in History,28.634055048338602,77.21886681496603,Café
179,Connaught Place,28.6313827,77.21979240000002,Nizam's Kathi Kabab | निजा़म काठी कबाब,28.634857957123064,77.21946245007211,Indian Restaurant
180,Connaught Place,28.6313827,77.21979240000002,Odeon Social,28.634414197963707,77.22093550978948,Café
181,Connaught Place,28.6313827,77.21979240000002,Sagar Ratna,28.635487253836967,77.22064969494076,Indian Restaurant
182,Connaught Place,28.6313827,77.21979240000002,Warehouse Cafe,28.63372638697029,77.22102407638606,Café
183,Connaught Place,28.6313827,77.21979240000002,Chew,28.632001527203066,77.22270642208512,Asian Restaurant
184,Connaught Place,28.6313827,77.21979240000002,Fresc Co,28.628415028106655,77.21954938989002,Italian Restaurant
185,Connaught Place,28.6313827,77.21979240000002,Burger King,28.632828449172408,77.22132551263886,Fast Food Restaurant
186,Connaught Place,28.6313827,77.21979240000002,Costa Coffee,28.63173491632254,77.21840646471269,Café
187,Connaught Place,28.6313827,77.21979240000002,Smoke House Deli,28.633764,77.221405,Deli / Bodega
188,Connaught Place,28.6313827,77.21979240000002,McDonald’s,28.630025692987704,77.21992785933003,Fast Food Restaurant
189,Connaught Place,28.6313827,77.21979240000002,Panchayat Paan Parlour,28.634073264989183,77.22264498769991,Indian Restaurant
190,Connaught Place,28.6313827,77.21979240000002,Kwality Restaurant,28.629743645035568,77.21743130219578,Indian Restaurant
191,Connaught Place,28.6313827,77.21979240000002,McDonald's,28.632365736814616,77.21648256126124,Fast Food Restaurant
192,Connaught Place,28.6313827,77.21979240000002,"Zen Chinese, Connaught Place",28.633657822271832,77.21949493258369,Chinese Restaurant
193,Connaught Place,28.6313827,77.21979240000002,Anand Biryani House,28.62913638616433,77.22012996193826,Indian Restaurant
194,Connaught Place,28.6313827,77.21979240000002,Garam Dharam,28.631842130012696,77.2227521244348,North Indian Restaurant
195,Connaught Place,28.6313827,77.21979240000002,Shake square,28.6334059730543,77.218759059906,Café
196,Connaught Place,28.6313827,77.21979240000002,Haldiram's,28.63422999171808,77.22233494432798,Indian Restaurant
197,Connaught Place,28.6313827,77.21979240000002,Ignis,28.634227230587555,77.21880056952878,Asian Restaurant
198,Connaught Place,28.6313827,77.21979240000002,McDonald's,28.63181064699223,77.21968645853941,Fast Food Restaurant
199,Connaught Place,28.6313827,77.21979240000002,Comesum,28.632658004760742,77.21968841552734,Snack Place
200,Connaught Place,28.6313827,77.21979240000002,Veda Restaurant,28.635210214696645,77.21807926655758,Indian Restaurant
201,Connaught Place,28.6313827,77.21979240000002,Domino's Pizza,28.630146349155968,77.21972800195404,Pizza Place
202,Connaught Place,28.6313827,77.21979240000002,Japanese Fuji Restaurant,28.63309875268639,77.2221218013156,Japanese Restaurant
203,Connaught Place,28.6313827,77.21979240000002,Side Wok,28.632907157973833,77.21633720556096,Chinese Restaurant
204,Connaught Place,28.6313827,77.21979240000002,Kake-Da-Hotel,28.634710714433357,77.22201573164016,Indian Restaurant
205,Connaught Place,28.6313827,77.21979240000002,Punjabi by Nature Quickie,28.630863493093397,77.21977972293753,North Indian Restaurant
206,Connaught Place,28.6313827,77.21979240000002,Fa Yian,28.632793282499158,77.21718821209873,Chinese Restaurant
207,Connaught Place,28.6313827,77.21979240000002,Caffe Tonino,28.634838109035744,77.21954257426843,Italian Restaurant
208,Connaught Place,28.6313827,77.21979240000002,Depauls Cold Coffee,28.629033883785702,77.21866616564309,Café
209,Connaught Place,28.6313827,77.21979240000002,McDonald's,28.634081907973634,77.21920575361753,Fast Food Restaurant
210,Connaught Place,28.6313827,77.21979240000002,Indian Coffee House,28.630755930400426,77.21605434631832,Café
211,Connaught Place,28.6313827,77.21979240000002,Domino's Pizza,28.63330076041656,77.22279585941382,Pizza Place
212,Connaught Place,28.6313827,77.21979240000002,Pizza Hut,28.627635403478834,77.21949903789485,Pizza Place
213,Connaught Place,28.6313827,77.21979240000002,Minar,28.63475114674571,77.22197132533496,Indian Restaurant
214,Connaught Place,28.6313827,77.21979240000002,FIRE,28.628737183341777,77.21649767623988,Indian Restaurant
215,Connaught Place,28.6313827,77.21979240000002,MIST,28.628720062553807,77.21629222049741,Italian Restaurant
216,Connaught Place,28.6313827,77.21979240000002,Gola Sizzlers,28.63518246137902,77.21985990076243,BBQ Joint
217,Connaught Place,28.6313827,77.21979240000002,Biryani Paradise,28.631388,77.216448,Hyderabadi Restaurant
218,Connaught Place,28.6313827,77.21979240000002,Lady Baga,28.631674,77.21623,Restaurant
219,Connaught Place,28.6313827,77.21979240000002,Caffe9,28.632799163931764,77.21655943164352,Indian Restaurant
220,Connaught Place,28.6313827,77.21979240000002,G,28.63127367409223,77.21608784410734,Indian Restaurant
221,Connaught Place,28.6313827,77.21979240000002,Fifty9,28.63380617562755,77.21719382619487,Restaurant
222,Connaught Place,28.6313827,77.21979240000002,SIDEWOK,28.63290564755596,77.21640223600714,Chinese Restaurant
223,Connaught Place,28.6313827,77.21979240000002,The Great Kabab Factory,28.633825870064385,77.21708715832257,Indian Restaurant
224,Connaught Place,28.6313827,77.21979240000002,China Garden,28.634342320913373,77.2173903193919,Chinese Restaurant
225,Connaught Place,28.6313827,77.21979240000002,"Hira Sweets, CP",28.635157468979756,77.21998961294145,Diner
226,Connaught Place,28.6313827,77.21979240000002,The Darzi Bar & Kitchen,28.635185,77.219436,Multicuisine Indian Restaurant
227,Connaught Place,28.6313827,77.21979240000002,Pioneer's Flavour of China,28.6351857217094,77.21940279006958,Chinese Restaurant
228,Connaught Place,28.6313827,77.21979240000002,Zizo,28.635219893759988,77.22000084086731,Falafel Restaurant
229,Connaught Place,28.6313827,77.21979240000002,Sandoz CP,28.632894,77.215702,North Indian Restaurant
230,Connaught Place,28.6313827,77.21979240000002,Flavours Of China,28.634668,77.217381,Chinese Restaurant
231,Gole Market,28.63371865,77.20562662098209,Kaleva,28.63329860331272,77.20848838202599,Snack Place
232,Gole Market,28.63371865,77.20562662098209,Sakura,28.631309565114773,77.20810381213869,Japanese Restaurant
233,Gole Market,28.63371865,77.20562662098209,Nirula's,28.63370597807373,77.20598755963846,Fast Food Restaurant
234,Gole Market,28.63371865,77.20562662098209,Sarvam Safari,28.63202765487053,77.20744735388764,Indian Restaurant
235,Gole Market,28.63371865,77.20562662098209,Bangla Pastry Shop,28.633422028500565,77.20873869532988,Bakery
236,Gole Market,28.63371865,77.20562662098209,Zing,28.631567710194368,77.20782914325949,Café
237,Gole Market,28.63371865,77.20562662098209,Chutney,28.631366836432466,77.20805372466756,Indian Restaurant
238,Gole Market,28.63371865,77.20562662098209,Bangla Sweet & Spice restaurant,28.633858,77.20947,Bengali Restaurant
239,INA Colony,28.5794721,77.21245079999998,Dosa Junction,28.57717480245098,77.21052970643788,South Indian Restaurant
240,INA Colony,28.5794721,77.21245079999998,Gol Gappe Chaat Corner,28.5819,77.21596,Food Stand
241,Khan Market,28.6001354,77.22649064087359,The Big Chill Cafe,28.60068629868818,77.22763621585838,Italian Restaurant
242,Khan Market,28.6001354,77.22649064087359,SODABOTTLEOPENERWALA,28.600140869804918,77.22627303643019,Irani Cafe
243,Khan Market,28.6001354,77.22649064087359,L'Opera,28.599784379249712,77.2261441150033,Café
